Age,Gender,Income,Employment Type,Experience,Loan Amount,Loan Duration,Credit History,Payment History,Existing Loans,Debt,Savings,EMI,Credit Card Utilization,Loan Purpose,Marital Status,Education,Default History,Interest Rate,Monthly Balance,Credit Mix,Payment Behaviour,Outstanding Debt,Monthly Salary,Occupation,Target
23,Female,42384.08,Journalist,0,50000,84,17,Excellent,0,887.44,11446.05,2083.33,36.73,Home,Married,High School,1,31,334.85,Bad,High_spent_Small_value_payments,3470.08,2623.7,Accountant,Not Creditworthy
28,Female,20377.7,Unemployed,7,88850.23,48,13,Good,0,1490.65,6681.87,2468.06,22.64,Personal,Single,Bachelor,1,19,251.51,Bad,High_spent_Small_value_payments,3918.55,0,Developer,Not Creditworthy
36,Male,39579.6,Developer,14,175154.63,36,18,Excellent,6,634.77,10805.92,3649.05,27.42,Education,Married,Bachelor,0,12,126.04,Standard,Low_spent_Small_value_payments,660.69,3047.68,Writer,Creditworthy
33,Male,89239.35,Journalist,8,140578.17,36,12,Excellent,0,590.29,5213.77,2928.71,43.31,Business,Married,Master,0,29,286.88,Bad,Low_spent_Medium_value_payments,2924.76,468.77,Doctor,Creditworthy
27,Male,162144.64,Doctor,6,50000,24,9,Average,1,80.76,39187.58,1041.67,29.25,Medical,Single,Master,1,14,277.78,Standard,Low_spent_Small_value_payments,62.66,873.87,Developer,Not Creditworthy
18,Female,155726.76,Engineer,0,79559.45,12,19,Excellent,0,1170.58,98736.13,6629.95,45.14,Business,Single,High School,0,32,334.81,Bad,Low_spent_Small_value_payments,2296.23,2813.68,Lawyer,Creditworthy
65,Female,15687.44,Musician,43,50000,24,8,Average,4,1943.08,10296.91,1388.89,36.7,Home,Single,Bachelor,1,8,440.92,_,Low_spent_Small_value_payments,86.43,2371.5,Manager,Not Creditworthy
30,Male,78290.36,Manager,9,104688.79,60,18,Excellent,0,952.61,52867.55,4362.03,28.28,Home,Married,PhD,0,8,698.2,Good,High_spent_Large_value_payments,680.77,7489.97,Teacher,Creditworthy
18,Male,101500.92,Mechanic,0,137139.39,48,21,Average,2,835.46,39285.66,5714.14,32.78,Education,Married,High School,1,28,345.16,Standard,Low_spent_Medium_value_payments,2646.59,1684.11,Engineer,Not Creditworthy
30,Female,42772.49,Unemployed,9,124984.54,24,13,Good,0,1321.62,27667.31,10415.38,35.19,Education,Single,High School,0,4,285.48,Good,Low_spent_Large_value_payments,1215.09,2806.66,Architect,Creditworthy
25,Female,92428.83,Lawyer,4,163083.39,12,22,Excellent,0,1396.62,56336.75,3397.57,37.77,Business,Married,High School,1,14,917.68,Standard,!@9#%8,1344.85,7333.39,Accountant,Not Creditworthy
55,Female,17032.78,Scientist,34,81037.3,48,16,Good,3,1229.08,4131.62,3376.55,38.43,Personal,Married,Bachelor,1,13,198.86,Standard,Low_spent_Small_value_payments,1353.86,2807.6,Engineer,Not Creditworthy
22,Male,49598.67,Writer,0,136418.85,48,8,Average,6,3097.13,30323.8,11368.24,29.13,Home,Divorced,Bachelor,1,32,382.39,_,High_spent_Medium_value_payments,1755.81,5235,Lawyer,Not Creditworthy
41,Male,64057.72,Unemployed,20,115413.58,60,10,Average,1,795.69,31194.82,1923.56,27.69,Business,Single,Bachelor,0,27,285.09,Standard,High_spent_Medium_value_payments,1759.88,0,Musician,Creditworthy
51,Male,128390.84,Doctor,26,99727.68,24,5,Good,3,531.62,75238.96,4155.32,30.96,Education,Single,Bachelor,0,3,263.4,Good,Low_spent_Medium_value_payments,877.06,5989.73,Doctor,Creditworthy
18,Female,53181.21,Lawyer,0,125183.91,84,6,Average,3,1942,2728.98,10431.99,27.93,Business,Single,Bachelor,1,34,486.33,Standard,High_spent_Medium_value_payments,2623.14,3888.09,Scientist,Not Creditworthy
43,Female,63658.26,Unemployed,20,166872.57,48,11,Good,2,498.59,48475.97,13906.05,32.56,Car,Single,Bachelor,0,3,1413.18,Good,High_spent_Large_value_payments,925.47,14828.98,Accountant,Creditworthy
31,Male,62545.59,Writer,10,92999.7,60,20,Average,4,1138.71,43567.31,1550,24.84,Business,Single,Master,0,7,176.48,Good,Low_spent_Small_value_payments,1073.76,3595.6,Media_Manager,Creditworthy
44,Female,58416.74,Scientist,20,118871.45,48,13,Good,0,1115.66,5647.24,2476.49,23.92,Medical,Married,Master,1,3,735.03,_,High_spent_Small_value_payments,531.62,10622.24,Doctor,Not Creditworthy
40,Female,35786.61,Mechanic,16,78300.16,60,23,Excellent,1,327.25,18640.63,1305,30.49,Education,Married,Bachelor,0,22,525.88,_,High_spent_Medium_value_payments,4736.25,6951.45,Architect,Creditworthy
33,Male,12025.84,Scientist,10,112377.4,48,14,Good,2,1188.36,5061.24,9364.78,34.61,Car,Single,Bachelor,0,4,794.16,Good,High_spent_Large_value_payments,1048.29,11085.31,Lawyer,Creditworthy
33,Male,10000,Doctor,12,97763.11,12,14,Poor,8,4833.08,7387.14,4073.46,37.1,Business,Married,Bachelor,1,17,149.43,_,Low_spent_Small_value_payments,829.97,4197.7,Media_Manager,Not Creditworthy
35,Female,10000,Accountant,11,139731.96,36,19,Good,3,11965.84,6373.39,5822.16,38.27,Home,Married,Diploma,0,25,225.69,_,High_spent_Medium_value_payments,2686.81,2697.51,Writer,Creditworthy
44,Female,63501.72,Developer,20,91765.94,48,14,Excellent,2,2056.37,41813.82,7647.16,35.84,Personal,Single,Master,1,6,128.24,_,Low_spent_Medium_value_payments,825.25,6574.13,Media_Manager,Not Creditworthy
18,Female,61719.9,Accountant,0,50000,84,20,Good,8,3643.78,42715.86,1388.89,34.36,Education,Single,Bachelor,1,25,234.66,Bad,!@9#%8,3969.14,1723.05,Engineer,Not Creditworthy
28,Male,15687.44,Musician,6,50000,84,8,Average,4,1943.08,1302.47,1388.89,27.41,Medical,Married,Bachelor,1,20,494.43,_,High_spent_Medium_value_payments,1400.16,5242.95,Entrepreneur,Not Creditworthy
32,Female,10000,Engineer,11,197126.11,24,16,Good,7,1881.18,4234.18,3285.44,34.51,Home,Single,High School,1,15,359.21,Standard,!@9#%8,624.12,1191.79,Developer,Not Creditworthy
41,Female,37643.2,Journalist,17,96503.69,60,28,Excellent,8,1853.17,17133.11,2680.66,29.99,Personal,Married,Bachelor,1,1,885.78,Good,High_spent_Large_value_payments,738.81,8513.1,Accountant,Not Creditworthy
37,Male,118111.08,Lawyer,16,103053.69,48,10,Good,3,390.11,79729.62,2146.95,30.61,Home,Single,Bachelor,1,17,874.48,Standard,High_spent_Large_value_payments,997.28,6866.69,Doctor,Not Creditworthy
53,Female,35554.04,Accountant,27,148657.26,48,12,Good,4,89.93,2916.29,12388.11,37.36,Personal,Single,Diploma,1,3,332.7,Good,Low_spent_Large_value_payments,64.53,5246.43,Journalist,Not Creditworthy
46,Female,64118.72,Architect,22,390874.95,48,9,Poor,6,296853.23,38338.96,10857.64,29.23,Personal,Single,Bachelor,1,1,856.35,Good,High_spent_Large_value_payments,1496.8,0,Teacher,Not Creditworthy
18,Male,29840.22,Lawyer,0,83821.3,24,9,Excellent,1,2716.57,9570.24,1397.02,32.1,Personal,Divorced,Bachelor,1,1,487.52,Good,High_spent_Medium_value_payments,484.43,0,Doctor,Not Creditworthy
36,Female,42052.74,Teacher,15,71205.73,84,14,Good,3,444.77,11300.18,2966.91,39.58,Personal,Married,Bachelor,1,8,198.3,Good,Low_spent_Small_value_payments,88,3307.25,Architect,Not Creditworthy
18,Male,146598.88,Musician,0,73686.25,24,9,Poor,2,1294.06,93236.5,2046.84,37.14,Business,Married,Master,1,30,282.04,_,Low_spent_Small_value_payments,1452.82,1173.23,Musician,Not Creditworthy
28,Male,17273.83,Journalist,7,151504.67,12,18,Average,5,2195.01,8300.67,2525.08,30.22,Medical,Single,Master,1,25,314.99,Bad,Low_spent_Large_value_payments,2686.18,1389.38,Entrepreneur,Not Creditworthy
47,Male,108172.29,Journalist,22,67979.43,24,4,Excellent,4,539.59,54608.1,1888.32,29.88,Medical,Single,Bachelor,0,5,369.37,Standard,Low_spent_Small_value_payments,580.31,2721.54,Architect,Creditworthy
65,Male,10352.75,Doctor,42,83735.55,24,22,Excellent,7,343.41,5371.96,2325.99,39.58,Medical,Single,Bachelor,0,18,228.89,Standard,Low_spent_Small_value_payments,2098.83,1122.22,Lawyer,Creditworthy
21,Male,34927,Entrepreneur,0,98204.8,60,10,Good,0,1158.55,14740.35,8183.73,38.88,Education,Married,Bachelor,1,1,810.98,Good,Low_spent_Medium_value_payments,1030.2,9549.78,Media_Manager,Not Creditworthy
36,Male,500000,Scientist,12,89270.89,12,21,Good,4,259.63,139136.16,3719.62,27.1,Business,Single,Master,0,18,700.83,_,High_spent_Medium_value_payments,1004.26,5914.1,Manager,Creditworthy
21,Female,15399.52,Media_Manager,0,53194.51,60,17,Average,1,556.93,3482.91,1477.63,35.96,Education,Single,Diploma,1,4,385.94,Good,High_spent_Small_value_payments,43.02,1663.03,Media_Manager,Not Creditworthy
26,Male,38175.39,Musician,4,50000,48,17,Excellent,3,315.36,9021.3,1388.89,40.13,Car,Married,Bachelor,0,16,383.98,Standard,!@9#%8,722.02,0,Doctor,Creditworthy
19,Female,11970.96,Teacher,0,110681.47,60,14,Average,2,889.62,4001.94,2305.86,25.76,Medical,Single,High School,1,5,190.36,Good,Low_spent_Large_value_payments,82.66,8328.5,Manager,Not Creditworthy
44,Female,46066.06,Musician,23,92212.68,12,1193,Good,2,373.75,32830.76,1536.88,39.89,Car,Single,Diploma,1,3,320.22,Good,High_spent_Small_value_payments,397.34,1675.02,Scientist,Not Creditworthy
32,Male,79772.04,Engineer,8,121027.97,60,5,Average,3,1619.87,7264.94,5042.83,39.74,Medical,Single,High School,0,31,76.19,Bad,Low_spent_Small_value_payments,2626.28,2740.08,Manager,Creditworthy
55,Male,28836.92,Media_Manager,30,73201.94,84,7,Good,0,1224.88,14352.54,2033.39,24.13,Car,Single,Bachelor,1,8,283.92,_,Low_spent_Small_value_payments,795.69,5082.14,Manager,Not Creditworthy
27,Male,22332.29,Musician,4,122717.64,60,24,Poor,3,716.83,13718.98,2045.29,35.91,Car,Married,Bachelor,1,11,717.09,_,High_spent_Medium_value_payments,1460.8,5733.02,Lawyer,Not Creditworthy
24,Male,12271.57,Mechanic,0,67722.69,84,10,Good,8,2958.02,7888.47,5643.56,33.65,Business,Married,Bachelor,1,8,381.91,Standard,High_spent_Medium_value_payments,581.05,2828.92,Mechanic,Not Creditworthy
25,Female,21524.21,Architect,1,50000,12,9,Poor,2,16.45,9208.21,2083.33,25.61,Education,Single,Bachelor,1,8,519.09,Standard,!@9#%8,1942,4636.77,Lawyer,Not Creditworthy
43,Male,78999.96,Mechanic,22,50000,48,24,Poor,0,2062.79,7512.26,2083.33,25.62,Education,Married,Bachelor,1,16,368.2,Standard,High_spent_Medium_value_payments,267.49,2440.09,Manager,Not Creditworthy
29,Male,14952.03,Writer,6,141637.03,12,18,Good,8,3566.21,5173.78,2360.62,37.9,Business,Single,Bachelor,1,31,339.9,Bad,!@9#%8,1549.56,5653.78,Architect,Not Creditworthy
30,Female,78390.96,Manager,9,50000,60,25,Good,8,4298.96,19281.52,4166.67,29,Education,Married,Bachelor,1,2,318.51,Good,Low_spent_Medium_value_payments,965.09,1829.29,Media_Manager,Not Creditworthy
43,Male,46066.06,Musician,21,118614.44,48,23,Excellent,0,373.75,36132.45,4942.27,31.36,Medical,Single,High School,0,5,580.31,Standard,!@9#%8,233.79,5800.28,Developer,Creditworthy
37,Female,118111.08,Lawyer,11,82044.5,24,7,Good,3,390.11,45883.59,1367.41,32.31,Education,Married,Master,1,3,440.64,Good,Low_spent_Small_value_payments,701.27,0,Architect,Not Creditworthy
28,Male,29281.94,Manager,6,107057.71,24,25,Poor,8,4432.46,20750.22,8921.48,38.99,Business,Single,High School,1,23,283.93,Bad,Low_spent_Small_value_payments,3274.12,762.52,Doctor,Not Creditworthy
36,Female,18717.02,Journalist,12,150308.94,24,16,Good,5,2103.99,2350.48,2505.15,28.89,Business,Married,Master,1,13,355.46,Standard,Low_spent_Small_value_payments,1343.01,1395.39,Doctor,Not Creditworthy
23,Male,82093.52,Media_Manager,0,57340.87,36,10,Average,4,825.25,41593.83,2389.2,29.62,Medical,Single,High School,1,5,98.08,Good,Low_spent_Small_value_payments,192.45,5849.58,Mechanic,Not Creditworthy
47,Female,58267.5,Manager,25,147538.34,36,18,Average,0,244.16,37133.97,4098.29,35.62,Home,Married,Bachelor,0,11,270.53,Standard,Low_spent_Large_value_payments,1494.35,0,Entrepreneur,Creditworthy
18,Female,76257.52,Architect,0,50000,48,18,Average,8,2828.24,8343.97,1041.67,29.48,Medical,Married,Diploma,1,7,302.19,Standard,Low_spent_Small_value_payments,1266.84,1603.3,Lawyer,Not Creditworthy
65,Other,110721.66,Doctor,42,52495.56,48,19,Good,4,281.42,17723.97,1458.21,30.55,Education,Single,Master,0,11,698.45,_,High_spent_Medium_value_payments,617.85,7146.68,Teacher,Creditworthy
38,Male,34212.01,Teacher,15,128868.65,12,20,Good,3,512.38,9080.82,2147.81,29.75,Medical,Single,Master,1,401,312.57,_,Low_spent_Small_value_payments,1663.18,1183.86,Lawyer,Not Creditworthy
42,Female,10000,Architect,19,50000,84,15,Good,6,4074.72,1372.65,4166.67,32.16,Medical,Single,Bachelor,1,20,318.33,Standard,!@9#%8,1676.93,3837.22,Doctor,Not Creditworthy
30,Female,58331.92,Media_Manager,8,135143.58,84,15,Good,8,1790.35,21291.61,5630.98,25.96,Personal,Married,High School,1,17,577.31,Standard,High_spent_Large_value_payments,486.71,4156.27,Lawyer,Not Creditworthy
39,Female,69847.44,Accountant,18,98671.43,60,21,Good,0,3413.05,11699.09,8222.62,25.19,Home,Single,PhD,0,15,291.29,Bad,Low_spent_Small_value_payments,3957.01,0,Engineer,Creditworthy
48,Female,94554.87,Media_Manager,24,50000,24,17,Average,0,1487.9,64151.37,833.33,41.3,Personal,Single,Bachelor,0,9,218.1,Good,Low_spent_Medium_value_payments,1197.33,10514.2,Developer,Creditworthy
45,Male,15989.08,Accountant,19,102810.16,60,23,Good,4,665.82,8632.93,4283.76,40.7,Education,Single,Diploma,0,15,0,Bad,Low_spent_Large_value_payments,2525.56,0,Engineer,Creditworthy
34,Male,101462.64,Scientist,9,132282.14,84,5,Good,2,251.39,26242.4,2204.7,36.27,Education,Married,Master,1,1,1510.11,Good,High_spent_Large_value_payments,1486.89,14566.41,Mechanic,Not Creditworthy
23,Male,55916.52,Teacher,2,88611.89,60,13,Excellent,4,1069.61,44585.39,2461.44,34.26,Business,Single,Diploma,0,6,262.87,_,Low_spent_Large_value_payments,1082.25,2685.55,Musician,Creditworthy
42,Male,20005.22,Architect,16,102271.59,12,25,Good,4,1859.45,14566.34,8522.63,32.09,Personal,Married,Bachelor,0,30,348.9,_,High_spent_Medium_value_payments,1716.82,1761.31,_______,Creditworthy
55,Male,28836.92,Media_Manager,29,167680.51,60,8,Excellent,0,1224.88,21560.57,2794.68,24.13,Home,Married,Bachelor,0,9,1010.13,Good,High_spent_Medium_value_payments,194.96,9860.04,Entrepreneur,Creditworthy
25,Male,14439.41,Architect,4,152896.68,60,17,Poor,0,1238.5,11507.49,2548.28,37.8,Car,Married,High School,1,6,351.52,Standard,Low_spent_Small_value_payments,643.89,2372.34,Architect,Not Creditworthy
42,Male,132414.16,Developer,21,158807.68,84,10,Average,0,53.73,39710.48,4411.32,30.76,Business,Married,Master,0,32,284.82,_,High_spent_Small_value_payments,1352.88,1901.57,Scientist,Creditworthy
43,Female,29042.45,Scientist,19,50000,36,16,Average,1,1092.55,15688.83,1388.89,28.1,Business,Single,High School,0,13,590.04,Standard,High_spent_Large_value_payments,1024.19,6767.18,Doctor,Creditworthy
41,Male,19514.88,Musician,19,140939.64,84,17,Good,0,881.4,7091.93,5872.48,25.67,Business,Single,High School,0,11,84.07,Standard,Low_spent_Small_value_payments,293.88,4323.13,Media_Manager,Creditworthy
26,Female,49967.01,Unemployed,0,108109.36,60,8,Average,6,2253.95,30040.88,3003.04,33.91,Home,Divorced,PhD,1,23,339.77,Bad,High_spent_Large_value_payments,4972.4,7081.88,Musician,Not Creditworthy
47,Female,31895.07,Architect,23,50000,48,16,Average,4,220.33,16291.13,4166.67,31.02,Medical,Married,High School,1,32,228.07,Bad,!@9#%8,2909.71,1030.37,Engineer,Not Creditworthy
32,Female,11703.6,Architect,10,71312.11,48,24,Poor,0,1175.56,3826.83,5942.68,37.83,Education,Married,Bachelor,0,15,364.79,Standard,Low_spent_Small_value_payments,400.07,2210.03,Architect,Creditworthy
65,Other,14439.41,Architect,43,94025.79,84,8,Good,0,1238.5,11044.59,3917.74,37.13,Education,Married,Diploma,1,20,286.26,Bad,High_spent_Large_value_payments,4542.88,1783.84,Lawyer,Not Creditworthy
35,Male,16154.8,Developer,9,89109.99,48,6,Poor,2,275.06,7476.71,1856.46,37.18,Business,Single,Bachelor,0,5,288.03,Standard,Low_spent_Small_value_payments,2008.06,1497.78,Scientist,Creditworthy
26,Male,10000,Media_Manager,0,79095.13,24,20,Good,3,1363.34,3625.34,3295.63,34.89,Home,Married,Bachelor,1,3,298.15,Good,Low_spent_Medium_value_payments,526.62,3438.63,Doctor,Not Creditworthy
50,Female,113383.14,Architect,24,161728.32,36,9,Excellent,4,82.71,83597.21,13477.36,36.13,Personal,Married,Master,0,26,307.76,Standard,Low_spent_Small_value_payments,1732.19,0,Mechanic,Creditworthy
65,Male,10987.94,Developer,40,129822.23,36,18,Excellent,4,1384.32,5666.41,3606.17,30.47,Business,Married,Master,1,31,330.36,_,High_spent_Medium_value_payments,2626.28,2740.08,Manager,Not Creditworthy
31,Male,148990.16,Scientist,9,162947.45,48,5,Good,3,407.6,49220.65,13578.95,38.38,Business,Married,PhD,0,6,311.83,Good,High_spent_Small_value_payments,257.85,1234.54,Entrepreneur,Creditworthy
34,Male,500000,Unemployed,11,129593.92,24,13,Excellent,0,174.76,322790.24,2699.87,32.98,Education,Single,Master,1,23,343.69,Bad,Low_spent_Medium_value_payments,1657.74,1896.84,_______,Not Creditworthy
43,Male,45207.54,Doctor,22,101566.2,36,20,Poor,6,2497.48,31901.89,2115.96,25.09,Personal,Married,Bachelor,1,17,390.09,Standard,Low_spent_Medium_value_payments,2206.86,3487.33,Teacher,Not Creditworthy
53,Male,66732.58,Musician,32,85095.57,60,1,Good,0,244.07,5026.83,1772.82,32.29,Home,Married,Bachelor,0,29,298.7,Bad,!@9#%8,4761.49,1403.81,Journalist,Creditworthy
25,Female,16497.78,Lawyer,1,93318.9,12,10,Average,0,2532.71,11746.53,1555.31,40.21,Personal,Single,Bachelor,1,8,0,Good,!@9#%8,457.81,5518.6,Manager,Not Creditworthy
30,Male,80591.2,Writer,7,150373.11,36,14,Excellent,2,2024.84,17343.73,2506.22,28.03,Home,Single,Master,1,12,109.07,Standard,Low_spent_Small_value_payments,1153.03,5009.92,Journalist,Not Creditworthy
18,Female,31736.14,Lawyer,0,116375.05,60,20,Good,5,2296.23,22491.47,4848.96,31.6,Medical,Married,Bachelor,1,1,356.99,Good,Low_spent_Medium_value_payments,253.96,3501.04,Engineer,Not Creditworthy
25,Female,58940.76,Journalist,0,50000,36,24,Good,6,348.7,34984.42,4166.67,29.79,Business,Single,High School,0,18,224.45,Bad,!@9#%8,4290.31,683.25,Developer,Creditworthy
45,Female,31896.42,Entrepreneur,23,80628.23,60,830,Good,1,1177.43,4910.93,3359.51,38.4,Medical,Married,Bachelor,1,23,285.59,Bad,High_spent_Medium_value_payments,1881.18,0,_______,Not Creditworthy
52,Male,33200.52,Manager,29,85874.7,48,22,Poor,1,1290.73,8681.59,1431.24,32.45,Personal,Single,Master,1,3,375.93,Good,High_spent_Medium_value_payments,1336.73,1837.08,Developer,Not Creditworthy
19,Female,77519.04,Manager,0,141295.06,60,18,Average,7,3343.32,13148.95,5887.29,35.17,Education,Single,High School,1,1,247.34,Good,High_spent_Small_value_payments,484.43,0,_______,Not Creditworthy
39,Female,19934.08,Writer,18,50000,24,15,Average,2,311.45,7355.47,2083.33,31.5,Medical,Married,High School,0,1319,224.24,Standard,!@9#%8,162.21,1338.01,Mechanic,Creditworthy
32,Female,10000,Engineer,9,50000,48,11,Poor,7,1881.18,5181.09,1041.67,36.26,Personal,Married,Bachelor,1,5,934.89,Standard,High_spent_Large_value_payments,456.58,9095.03,Developer,Not Creditworthy
43,Female,63658.26,Unemployed,21,166872.57,60,11,Good,2,498.59,34779.54,3476.51,32.56,Car,Single,Bachelor,0,19,0,_,Low_spent_Medium_value_payments,4786.08,7138.25,Doctor,Creditworthy
21,Male,31069.32,Accountant,0,99707.75,24,14,Good,2,343.6,5360.62,8308.98,30.24,Personal,Married,High School,1,8,400.11,Standard,High_spent_Medium_value_payments,373.75,3567.84,Musician,Not Creditworthy
30,Male,73434.92,Mechanic,4,117276.9,60,5,Good,4,192.45,51784.8,3257.69,27.38,Car,Married,High School,0,17,642.51,Standard,High_spent_Medium_value_payments,240.6,0,Media_Manager,Creditworthy
55,Male,500000,Lawyer,34,162145.4,12,22,Excellent,1,1227.21,218798.19,13512.12,31.34,Education,Married,PhD,1,16,254.34,Standard,Low_spent_Medium_value_payments,154.94,8066.32,Journalist,Not Creditworthy
54,Male,42731.27,Lawyer,28,86630.48,36,17,Average,2,511.85,7797.03,3609.6,39.58,Education,Single,Master,0,32,438.86,Standard,Low_spent_Large_value_payments,1755.81,5235,Lawyer,Creditworthy
26,Male,19853.35,Entrepreneur,2,50000,24,21,Good,2,816.46,15862.55,1041.67,33.83,Car,Married,Bachelor,1,30,287.63,Bad,Low_spent_Small_value_payments,4445.87,1181.14,Lawyer,Not Creditworthy
28,Female,15687.44,Musician,5,96059.85,12,20,Excellent,4,1943.08,5900.96,8004.99,27.41,Medical,Single,Bachelor,1,17,216.5,Standard,Low_spent_Small_value_payments,16.45,1720.68,Architect,Not Creditworthy
35,Male,54392.16,Entrepreneur,12,50000,36,18,Good,3,179.22,32605.34,2083.33,34.6,Medical,Single,Diploma,0,18,534.02,Standard,Low_spent_Large_value_payments,519.3,10872.27,_______,Creditworthy
26,Male,24490.15,Teacher,2,136851.23,12,17,Good,8,2072.63,14569.97,2851.07,38.11,Home,Single,Master,1,6,756.88,Good,High_spent_Medium_value_payments,750.95,0,Lawyer,Not Creditworthy
18,Male,15119.56,Engineer,0,106386.82,24,13,Good,6,3154.07,9938.76,8865.57,34.81,Medical,Single,Master,1,6,0,_,Low_spent_Medium_value_payments,429.86,14710.53,Entrepreneur,Not Creditworthy
54,Female,41345.58,Scientist,33,72069.4,24,3,Average,0,646.47,9117.82,3002.89,27.75,Business,Single,Bachelor,0,15,377.74,Bad,High_spent_Medium_value_payments,2593.23,2768,Entrepreneur,Creditworthy
19,Female,84130.57,Lawyer,0,53479.07,12,17,Average,6,2593.44,65565.24,4456.59,27.15,Personal,Single,Master,1,6,293.44,_,Low_spent_Small_value_payments,1201.14,1940.25,Journalist,Not Creditworthy
42,Female,69692.16,Engineer,20,50000,24,16,Average,7,2128.87,11991.7,1388.89,26.8,Personal,Married,Master,1,18,401.1,Standard,!@9#%8,262.96,3419.24,Writer,Not Creditworthy
36,Female,75672.08,Media_Manager,15,80312.41,48,13,Poor,6,3881.25,42014.8,2230.9,39.97,Business,Single,Diploma,1,5,462.81,Good,High_spent_Large_value_payments,94.27,2813.89,Journalist,Not Creditworthy
53,Male,17992.78,Unemployed,31,87902.64,24,10,Good,0,565.22,9294.34,1831.3,33.46,Home,Divorced,Bachelor,1,11,671.96,Standard,High_spent_Medium_value_payments,1001.74,5240.49,Architect,Not Creditworthy
32,Female,12303.09,Journalist,7,270132.34,24,17,Poor,3,1328.11,1392.01,5627.76,26.35,Education,Married,Bachelor,0,5,250.41,_,Low_spent_Small_value_payments,1938.11,0,Accountant,Creditworthy
39,Female,78477.18,Manager,13,160622.48,60,17,Poor,2,1197.91,34862.59,4461.74,38.77,Education,Single,Bachelor,0,17,191.15,Standard,Low_spent_Small_value_payments,1295.67,2739.08,Lawyer,Creditworthy
19,Male,31122.79,Journalist,0,120071.03,36,15,Good,0,358.6,3189.92,3335.31,37.36,Business,Single,Diploma,1,7,516.77,Standard,High_spent_Small_value_payments,0,6020.57,Mechanic,Not Creditworthy
26,Male,34128.92,Manager,0,116623.55,84,23,Good,6,2626.28,21728.96,2429.66,28.08,Car,Single,Diploma,1,24,528.26,Standard,High_spent_Large_value_payments,2530.66,3953.82,Entrepreneur,Not Creditworthy
27,Female,25198.19,Lawyer,2,53013.29,60,11,Good,3,1261.93,14913.02,883.55,28.1,Medical,Single,High School,1,1886,423.4,Standard,!@9#%8,113.98,3660.87,Developer,Not Creditworthy
45,Female,132537.24,Musician,23,62292.73,48,9,Good,1,382.04,49653.82,2595.53,41.85,Home,Single,Bachelor,0,3,398.7,Good,Low_spent_Large_value_payments,69.84,3208.05,Doctor,Creditworthy
32,Male,62757.12,Lawyer,10,92574.36,60,23,Good,8,3754.18,27849.6,2571.51,30.98,Car,Single,Master,0,8,365.61,Good,High_spent_Small_value_payments,846.45,2930.13,Manager,Creditworthy
35,Female,10000,Teacher,9,116782.34,36,21,Excellent,6,3090.08,5405.88,9731.86,36.87,Home,Married,Bachelor,1,12,233.84,Standard,Low_spent_Large_value_payments,0,2903.82,Scientist,Not Creditworthy
18,Female,78988.48,Musician,0,71777.28,60,24,Excellent,7,1746.9,28452.33,5981.44,38.16,Car,Single,Master,1,8,1322.64,_,High_spent_Large_value_payments,1170.58,12817.23,Engineer,Not Creditworthy
18,Female,118047.92,Scientist,0,182566.72,36,17,Average,3,776.18,89970.88,7606.95,28.98,Car,Married,Diploma,0,28,333.85,Standard,High_spent_Small_value_payments,2646.59,1684.11,Engineer,Creditworthy
27,Female,29344.53,Writer,6,128347.3,60,7,Average,2,779.69,5761.07,2139.12,35.15,Education,Married,High School,1,3,240.61,_,Low_spent_Small_value_payments,186.16,1728.09,Engineer,Not Creditworthy
41,Male,36963.52,Lawyer,15,87327.8,12,13,Excellent,8,2518.8,21225.75,3638.66,37.51,Business,Single,High School,1,14,319.04,Standard,Low_spent_Large_value_payments,758.44,2415.86,Entrepreneur,Not Creditworthy
42,Female,20005.22,Architect,21,104539.66,24,18,Good,4,1859.45,8784.18,4355.82,32.77,Education,Married,Bachelor,0,20,300.71,Bad,Low_spent_Small_value_payments,2457.23,3762.5,Engineer,Creditworthy
32,Female,31323.88,Doctor,6,93073.91,12,13,Good,7,1620.94,19999.2,2585.39,27.14,Car,Married,PhD,1,16,210.91,_,Low_spent_Small_value_payments,2203.46,2431.04,Manager,Not Creditworthy
36,Male,24069.55,Doctor,10,54364.96,60,13,Average,1,315.97,11255,4530.41,38.81,Business,Married,Bachelor,1,14,342.17,Standard,Low_spent_Medium_value_payments,523.56,2651.86,Engineer,Not Creditworthy
32,Male,146866.76,Entrepreneur,9,78631.94,12,7,Excellent,3,247.08,53120.04,3276.33,41,Car,Married,Bachelor,0,26,254.96,Standard,Low_spent_Large_value_payments,1732.19,1531.6,Mechanic,Creditworthy
28,Male,17273.83,Journalist,7,229508.43,24,13,Good,5,2195.01,3989.96,6375.23,25.05,Business,Divorced,High School,1,23,262.9,_,Low_spent_Large_value_payments,3513.87,730.82,Teacher,Not Creditworthy
37,Male,118111.08,Lawyer,16,50000,24,15,Good,3,390.11,76308.03,4166.67,36.69,Car,Single,High School,1,7,495.41,Good,Low_spent_Medium_value_payments,1457.34,6966.98,Scientist,Not Creditworthy
32,Male,41655.16,Engineer,6,122213.32,84,20,Excellent,2,1240.64,16097.48,2546.11,23.81,Business,Single,High School,0,18,815.35,Standard,High_spent_Small_value_payments,519.3,10872.27,Musician,Creditworthy
